,species,English.name,French.name,Spanish.name
5752,Mitrephanes phaeocercus,Tufted Flycatcher,Moucherolle huppe,Mosquero Monudo Comun
5753,Mitrephanes olivaceus,Olive Flycatcher,Moucherolle olive,Mosquero Monudo Olivaceo
5754,Sayornis nigricans,Black Phoebe,Moucherolle noir,Mosquero Negro
5755,Sayornis phoebe,Eastern Phoebe,Moucherolle phebi,Mosquero Fibi
5756,Sayornis saya,Say's Phoebe,Moucherolle a ventre roux,Mosquero Llanero
5757,Empidonax virescens,Acadian Flycatcher,Moucherolle vert,Mosquero Verdoso
5758,Empidonax flaviventris,Yellow-bellied Flycatcher,Moucherolle a ventre jaune,Mosquero Ventriamarillo
5759,Empidonax flavescens,Yellowish Flycatcher,Moucherolle jaunatre,Mosquero Amarillento
5760,Empidonax difficilis,Pacific-slope Flycatcher,Moucherolle côtier,Mosquero del Pacifico
5761,Empidonax occidentalis,Cordilleran Flycatcher,Moucherolle des ravins,Mosquero Cordillerano
5762,Empidonax albigularis,White-throated Flycatcher,Moucherolle a gorge blanche,Mosquero Gorjiblanco
5763,Empidonax traillii,Willow Flycatcher,Moucherolle des saules,Mosquero Saucero
5764,Empidonax alnorum,Alder Flycatcher,Moucherolle des aulnes,Mosquero Alisero
5765,Empidonax fulvifrons,Buff-breasted Flycatcher,Moucherolle beige,Mosquero Pechicanelo
5766,Empidonax atriceps,Black-capped Flycatcher,Moucherolle a tete noire,Mosquero Cabecinegro
5767,Empidonax wrightii,American Grey Flycatcher,Moucherolle gris,Mosquero Gris
5768,Empidonax minimus,Least Flycatcher,Moucherolle tchebec,Mosquero Minimo
5769,Empidonax hammondii,Hammond's Flycatcher,Moucherolle de Hammond,Mosquero de Hammond
5770,Empidonax oberholseri,American Dusky Flycatcher,Moucherolle sombre,Mosquero Oscuro
5771,Empidonax affinis,Pine Flycatcher,Moucherolle des pins,Mosquero de Los Pinos
5772,Contopus cooperi,Olive-sided Flycatcher,Moucherolle a côtes olive,Pibi Boreal
5773,Contopus pertinax,Greater Pewee,Moucherolle de Coues,Pibi Tengofrio
5774,Contopus lugubris,Dark Pewee,Moucherolle ombre,Pibi Oscuro
5775,Contopus fumigatus,Smoke-colored Pewee,Moucherolle bistre,Pibi Ahumado
5776,Contopus ochraceus,Ochraceous Pewee,Moucherolle ocre,Pibi Ocraceo
5777,Contopus sordidulus,Western Wood-pewee,Pioui de l'Ouest,Pibi Occidental
5778,Contopus virens,Eastern Wood-pewee,Pioui de l'Est,Pibi Oriental
5779,Contopus bogotensis,Northern Tropical Pewee,NA,NA
5780,Contopus punensis,Western Tropical Pewee,NA,NA
5781,Contopus cinereus,Southern Tropical Pewee,Moucherolle cendre,Pibi Tropical
5782,Contopus caribaeus,Cuban Pewee,Moucherolle tete-fou,Pibi Cubano
5783,Contopus pallidus,Jamaican Pewee,Moucherolle de Jamaique,Pibi Jamaicano
5784,Contopus hispaniolensis,Hispaniolan Pewee,Moucherolle d'Hispaniola,Pibi de La Espanola
5785,Contopus latirostris,Lesser Antillean Pewee,Moucherolle gobemouche,Pibi Puertorriqueno
5786,Contopus albogularis,White-throated Pewee,Moucherolle a bavette blanche,Pibi Gorjiblanco
5787,Contopus nigrescens,Blackish Pewee,Moucherolle noiratre,Pibi Negruzco
5788,Xenotriccus callizonus,Belted Flycatcher,Moucherolle ceinture,Mosquero Fajado
5789,Xenotriccus mexicanus,Pileated Flycatcher,Moucherolle azteque,Mosquero del Balsas
5790,Menura alberti,Albert's Lyrebird,Menure d'Albert,Ave Lira de Alberto
5791,Menura novaehollandiae,Superb Lyrebird,Menure superbe,Ave Lira Soberbia
5792,Atrichornis rufescens,Rufous Scrub-bird,Atrichorne roux,Matorralero Rojizo
5793,Atrichornis clamosus,Noisy Scrub-bird,Atrichorne bruyant,Matorralero Bullicioso
5794,Ailuroedus buccoides,White-eared Catbird,Jardinier a joues blanches,Maullador de Orejas Blancas
5795,Ailuroedus melanotis,Black-eared Catbird,Jardinier oreillard,Maullador de Orejas Negras
5796,Ailuroedus crassirostris,Green Catbird,Jardinier vert,Maullador Verde
5797,Scenopoeetes dentirostris,Tooth-billed Bowerbird,Jardinier a bec dente,Pergolero Dentado
5798,Archboldia papuensis,Archbold's Bowerbird,Jardinier d'Archbold,Pergolero de Archbold
5799,Amblyornis macgregoriae,MacGregor's Bowerbird,Jardinier de MacGregor,Pergolero de Macgregor
5800,Amblyornis subalaris,Streaked Bowerbird,Jardinier a huppe orange,Pergolero Estriado
5801,Amblyornis inornata,Vogelkop Bowerbird,Jardinier brun,Pergolero Pardo
5802,Amblyornis flavifrons,Golden-fronted Bowerbird,Jardinier a front d'or,Pergolero Frentigualdo
5803,Prionodura newtoniana,Golden Bowerbird,NA,NA
5804,Sericulus chrysocephalus,Regent Bowerbird,Jardinier prince-regent,Pergolero Regente
5805,Sericulus ardens,Flame Bowerbird,Jardinier ardent,Pergolero Flamigero
5806,Sericulus aureus,Masked Bowerbird,Jardinier du Prince d'Orange,Pergolero Enmascarado
5807,Sericulus bakeri,Fire-maned Bowerbird,Jardinier de Baker,Pergolero de Los Adelbert
5808,Ptilonorhynchus violaceus,Satin Bowerbird,Jardinier satine,Pergolero Satinado
5809,Chlamydera maculata,Spotted Bowerbird,Jardinier macule,Pergolero Moteado Oriental
5810,Chlamydera guttata,Western Bowerbird,Jardinier tachete,Pergolero Moteado Occidental
5811,Chlamydera lauterbachi,Yellow-breasted Bowerbird,Jardinier de Lauterbach,Pergolero de Lauterbach
5812,Chlamydera nuchalis,Great Bowerbird,Jardinier a nuque rose,Pergolero Grande
5813,Chlamydera cerviniventris,Fawn-breasted Bowerbird,Jardinier a poitrine fauve,Pergolero Pechipardo
5814,Cormobates leucophaea,White-throated Treecreeper,echelet leucophee,Corretroncos Gorjiblanco
5815,Cormobates placens,Papuan Treecreeper,echelet papou,Corretroncos Papu
5816,Climacteris erythrops,Red-browed Treecreeper,echelet a sourcils roux,Corretroncos Cejirrojo
5817,Climacteris affinis,White-browed Treecreeper,echelet a sourcils blancs,Corretroncos Cejiblanco
5818,Climacteris rufus,Rufous Treecreeper,echelet roux,Corretroncos Rufo
5819,Climacteris picumnus,Brown Treecreeper,echelet brun,Corretroncos Pardo
5820,Climacteris melanurus,Black-tailed Treecreeper,echelet a queue noire,Corretroncos Colinegro
5821,Sipodotus wallacii,Wallace's Fairy-wren,Merion de Wallace,Maluro de Wallace
5822,Clytomyias insignis,Orange-crowned Fairy-wren,Merion a tete rousse,Maluro Cabecirrojo
5823,Chenorhamphus grayi,Broad-billed Fairy-wren,Merion a bec large,Maluro Picoancho
5824,Malurus cyanocephalus,Emperor Fairy-wren,Merion empereur,Maluro Emperador
5825,Malurus coronatus,Purple-crowned Fairy-wren,Merion couronne,Maluro Coronado
5826,Malurus elegans,Red-winged Fairy-wren,Merion elegant,Maluro Elegante
5827,Malurus pulcherrimus,Blue-breasted Fairy-wren,Merion a gorge bleue,Maluro Pechiazul
5828,Malurus amabilis,Lovely Fairy-wren,Merion ravissant,Maluro Amable
5829,Malurus assimilis,Purple-backed Fairy-wren,Merion violace,Maluro Dorsimorado
5830,Malurus lamberti,Variegated Fairy-wren,Merion de Lambert,Maluro Variegado
5831,Malurus cyaneus,Superb Fairy-wren,Merion superbe,Maluro Soberbio
5832,Malurus splendens,Splendid Fairy-wren,Merion splendide,Maluro Esplendido
5833,Malurus alboscapulatus,White-shouldered Fairy-wren,Merion a epaulettes,Maluro Hombroblanco
5834,Malurus melanocephalus,Red-backed Fairy-wren,Merion a dos rouge,Maluro Dorsirrojo
5835,Malurus leucopterus,White-winged Fairy-wren,Merion leucoptere,Maluro Aliblanco
5836,Stipiturus malachurus,Southern Emu-wren,Queue-de-gaze du Sud,Maluro Meridional
5837,Stipiturus mallee,Mallee Emu-wren,Queue-de-gaze du mallee,Maluro del Mallee
5838,Stipiturus ruficeps,Rufous-crowned Emu-wren,Queue-de-gaze a calotte rousse,Maluro Coronirrufo
5839,Amytornis barbatus,Grey Grasswren,Amytis gris,Maluro Gris
5840,Amytornis woodwardi,White-throated Grasswren,Amytis a gorge blanche,Maluro Gorjiblanco
5841,Amytornis dorotheae,Carpentarian Grasswren,Amytis de Dorothy,Maluro de Carpentaria
5842,Amytornis striatus,Striated Grasswren,Amytis strie,Maluro Estriado
5843,Amytornis merrotsyi,Short-tailed Grasswren,Amytis de Merrotsy,Maluro Colicorto
5844,Amytornis housei,Black Grasswren,Amytis noir,Maluro Negro
5845,Amytornis goyderi,Eyrean Grasswren,Amytis de l'Eyre,Maluro del Eyre
5846,Amytornis ballarae,Kalkadoon Grasswren,Amytis kalkadoon,Maluro Kalkadoon
5847,Amytornis purnelli,Dusky Grasswren,Amytis de Purnell,Maluro Sombrio
5848,Amytornis textilis,Western Grasswren,Amytis natte,Maluro Occidental
5849,Amytornis modestus,Thick-billed Grasswren,Amytis a bec fort,Maluro Picogordo
5850,Dasyornis brachypterus,Eastern Bristlebird,Dasyorne brun,Picocerdas Oriental
5851,Dasyornis longirostris,Western Bristlebird,Dasyorne a long bec,Picocerdas Occidental
5852,Dasyornis broadbenti,Rufous Bristlebird,Dasyorne roux,Picocerdas Rufo
5853,Myza celebensis,Dark-eared Myza,Meliphage des Celebes,Mielero Chico de Celebes
5854,Myza sarasinorum,White-eared Myza,Meliphage a points,Mielero Grande de Celebes
5855,Cissomela pectoralis,Banded Honeyeater,Meliphage a collier,Mielero Bandeado
5856,Trichodere cockerelli,White-streaked Honeyeater,Meliphage de Cockerell,Mielero de Cockerell
5857,Phylidonyris pyrrhopterus,Crescent Honeyeater,Meliphage a croissants,Mielero Alafuego
5858,Phylidonyris niger,White-cheeked Honeyeater,Meliphage farde,Mielero Cariblanco
5859,Phylidonyris novaehollandiae,New Holland Honeyeater,Meliphage de Nouvelle-Hollande,Mielero de Nueva Holanda
5860,Lichmera lombokia,Scaly-crowned Honeyeater,Meliphage de Lombok,Mielero de Lombok
5861,Lichmera argentauris,Olive Honeyeater,Meliphage a joues argent,Mielero Cariplateado
5862,Lichmera indistincta,Brown Honeyeater,Meliphage brunatre,Mielero Pardo
5863,Lichmera incana,Grey-eared Honeyeater,Meliphage a oreillons gris,Mielero Orejigris
5864,Lichmera alboauricularis,Silver-eared Honeyeater,Meliphage grivele,Mielero Pechipinto
5865,Lichmera squamata,Scaly-breasted Honeyeater,Meliphage a plumet blanc,Mielero Escamoso
5866,Lichmera deningeri,Buru Honeyeater,Meliphage de Buru,Mielero de Buru
5867,Lichmera monticola,Seram Honeyeater,Meliphage de Ceram,Mielero de Seram
5868,Lichmera flavicans,Flame-eared Honeyeater,Meliphage de Timor,Mielero de Timor
5869,Lichmera notabilis,Black-necklaced Honeyeater,Meliphage de Wetar,Mielero Acollarado
5870,Entomyzon cyanotis,Blue-faced Honeyeater,Meliphage a oreillons bleus,Mielero Cariazul
5871,Entomyzon albipennis,White-quilled Honeyeater,NA,NA
5872,Melithreptus chloropsis,Gilbert's Honeyeater,Meliphage du Swan,Mielero Nuquiblanco Occidental
5873,Melithreptus lunatus,White-naped Honeyeater,Meliphage a lunule,Mielero Nuquiblanco
5874,Melithreptus affinis,Black-headed Honeyeater,Meliphage a tete noire,Mielero Carinegro
5875,Melithreptus albogularis,White-throated Honeyeater,Meliphage a menton blanc,Mielero Goliblanco
5876,Melithreptus validirostris,Strong-billed Honeyeater,Meliphage a bec fort,Mielero Picudo
5877,Melithreptus laetior,Golden-backed Honeyeater,NA,NA
5878,Melithreptus gularis,Black-chinned Honeyeater,Meliphage a menton noir,Mielero Barbinegro
5879,Melithreptus brevirostris,Brown-headed Honeyeater,Meliphage a tete brune,Mielero Cabecipardo
5880,Nesoptilotis leucotis,White-eared Honeyeater,Meliphage leucotique,Mielero Orejiblanco
5881,Nesoptilotis flavicollis,Yellow-throated Honeyeater,Meliphage a gorge jaune,Mielero Cuelligualdo
5882,Meliarchus sclateri,Makira Honeyeater,Meliphage de San Cristobal,Mielero de San Cristobal
5883,Guadalcanaria inexpectata,Guadalcanal Honeyeater,Meliphage de Guadalcanal,Mielero de Guadalcanal
5884,Meliphacator provocator,Kadavu Honeyeater,Meliphage de Kandavu,Mielero de La Kandavu
5885,Gymnomyza viridis,Yellow-billed Honeyeater,Meliphage vert,Mielero Gigante Piquiamarillo
5886,Gymnomyza brunneirostris,Giant Honeyeater,Meliphage de Viti Levu,Mielero Gigante
5887,Gymnomyza samoensis,Mao,Meliphage mao,Mielero Mao
5888,Gymnomyza aubryana,Crow Honeyeater,Meliphage toulou,Mielero Cuervo
5889,Foulehaio procerior,Kikau,Meliphage d'Ovalau,Mielero Carunculado de Viti Levu
5890,Foulehaio taviunensis,Fiji Wattled Honeyeater,Meliphage de Taveuni,Mielero Carunculado de Taveuni
5891,Foulehaio carunculatus,Polynesian Wattled Honeyeater,Meliphage foulehaio,Mielero Carunculado Comun
5892,Xanthotis polygrammus,Spotted Honeyeater,Meliphage mouchete,Mielero Manchado
5893,Xanthotis macleayanus,Macleay's Honeyeater,Meliphage de Macleay,Mielero de Macleay
5894,Xanthotis flaviventer,Tawny-breasted Honeyeater,Meliphage a ventre fauve,Mielero Ventrihabano
5895,Plectorhyncha lanceolata,Striped Honeyeater,Meliphage lanceole,Mielero Lanceolado
5896,Grantiella picta,Painted Honeyeater,Meliphage peint,Mielero Pintado
5897,Melitograis gilolensis,White-streaked Friarbird,Polochion strie,Filemon Estriado
5898,Philemon meyeri,Meyer's Friarbird,Polochion de Meyer,Filemon de Meyer
5899,Philemon brassi,Brass's Friarbird,Polochion de Brass,Filemon de Brass
5900,Philemon citreogularis,Little Friarbird,Polochion a menton jaune,Filemon Goligualdo
5901,Philemon kisserensis,Grey Friarbird,Polochion de Kisar,Filemon de Kisar
5902,Philemon inornatus,Timor Friarbird,Polochion sobre,Filemon de Timor
5903,Philemon fuscicapillus,Dusky Friarbird,Polochion sombre,Filemon Sombrio
5904,Philemon subcorniculatus,Seram Friarbird,Polochion de Ceram,Filemon de Seram
5905,Philemon moluccensis,Black-faced Friarbird,Polochion des Moluques,Filemon de Buru
5906,Philemon plumigenis,Tanimbar Friarbird,Polochion des Tanimbar,Filemon de Kai
5907,Philemon buceroides,Helmeted Friarbird,Polochion casque,Filemon de Yelmo
5908,Philemon cockerelli,New Britain Friarbird,Polochion de Nouvelle-Bretagne,Filemon de Nueva Bretana
5909,Philemon eichhorni,New Ireland Friarbird,Polochion de Nouvelle-Irlande,Filemon de Nueva Irlanda
5910,Philemon albitorques,White-naped Friarbird,Polochion a nuque blanche,Filemon Nuquiblanco
5911,Philemon argenticeps,Silver-crowned Friarbird,Polochion couronne,Filemon Coronado
5912,Philemon corniculatus,Noisy Friarbird,Polochion criard,Filemon Chillon
5913,Philemon diemenensis,New Caledonian Friarbird,Polochion moine,Filemon de Nueva Caledonia
5914,Sugomel nigrum,Black Honeyeater,Myzomele cravate,Mielero Blanquinegro
5915,Vosea whitemanensis,Bismarck Honeyeater,Myzomele des Whiteman,Mielero de Las Bismarck
5916,Myzomela blasii,Drab Myzomela,Myzomele sobre,Mielero Apagado
5917,Myzomela albigula,White-chinned Myzomela,Myzomele a menton blanc,Mielero Barbiblanco
5918,Myzomela cineracea,Ashy Myzomela,Myzomele cendre,Mielero Cenizo
5919,Myzomela eques,Ruby-throated Myzomela,Myzomele a menton rouge,Mielero Barbirrojo
5920,Myzomela simplex,Moluccan Myzomela,NA,NA
5921,Myzomela rubrotincta,Obi Myzomela,NA,NA
5922,Myzomela rubrobrunnea,Red-brown Myzomela,NA,NA
5923,Myzomela obscura,Dusky Myzomela,Myzomele ombre,Mielero Sombrio
5924,Myzomela erythrina,Reddish Myzomela,NA,NA
5925,Myzomela cruentata,Red Myzomela,Myzomele vermillon,Mielero Rojo
5926,Myzomela nigrita,Papuan Black Myzomela,Myzomele noir,Mielero Negro
5927,Myzomela pulchella,New Ireland Myzomela,Myzomele de Nouvelle-Irlande,Mielero de Nueva Irlanda
5928,Myzomela kuehni,Crimson-hooded Myzomela,Myzomele de Wetar,Mielero de Wetar
5929,Myzomela erythrocephala,Red-headed Myzomela,Myzomele a tete rouge,Mielero Cabecirrojo
5930,Myzomela dammermani,Sumba Myzomela,Myzomele de Sumba,Mielero de Sumba
5931,Myzomela adolphinae,Mountain Myzomela,Myzomele montagnard,Mielero de Adolfina
5932,Myzomela chermesina,Rotuma Myzomela,Myzomele de Rotuma,Mielero de Rotuma
5933,Myzomela chloroptera,Sulawesi Myzomela,Myzomele des Celebes,Mielero Rojo de Celebes
5934,Myzomela batjanensis,Bacan Myzomela,NA,NA
5935,Myzomela wakoloensis,Wakolo Myzomela,Myzomele de Forbes,Mielero del Wakolo
5936,Myzomela boiei,Banda Myzomela,Myzomele de Banda,Mielero de Las Banda
5937,Myzomela sanguinolenta,Scarlet Myzomela,Myzomele ecarlate,Mielero Escarlata
5938,Myzomela caledonica,New Caledonian Myzomela,Myzomele caledonien,Mielero de Nueva Caledonia
5939,Myzomela cardinalis,Cardinal Myzomela,Myzomele cardinal,Mielero Cardenal
5940,Myzomela rubratra,Micronesian Myzomela,Myzomele de Micronesie,Mielero de Micronesia
5941,Myzomela sclateri,Sclater's Myzomela,Myzomele de Sclater,Mielero de Sclater
5942,Myzomela pammelaena,Bismarck Black Myzomela,Myzomele ebene,Mielero de ebano
5943,Myzomela lafargei,Red-capped Myzomela,Myzomele a nuque rouge,Mielero Nuquirrojo
5944,Myzomela eichhorni,Crimson-rumped Myzomela,Myzomele a ventre jaune,Mielero de Eichhorn
5945,Myzomela malaitae,Malaita Myzomela,Myzomele de Malaita,Mielero de Malaita
5946,Myzomela melanocephala,Black-headed Myzomela,Myzomele a tete noire,Mielero Cabecinegro
5947,Myzomela tristrami,Sooty Myzomela,Myzomele de Tristram,Mielero de Tristram
5948,Myzomela jugularis,Orange-breasted Myzomela,Myzomele des Fidji,Mielero Pechinaranja
5949,Myzomela erythromelas,Black-bellied Myzomela,Myzomele a ventre noir,Mielero Ventrinegro
5950,Myzomela vulnerata,Black-breasted Myzomela,Myzomele de Timor,Mielero Culirrojo
5951,Myzomela rosenbergii,Red-collared Myzomela,Myzomele de Rosenberg,Mielero de Rosenberg
5952,Myzomela longirostris,Long-billed Myzomela,NA,NA
5953,Acanthorhynchus superciliosus,Western Spinebill,Meliphage festonne,Picoespina Occidental
5954,Acanthorhynchus tenuirostris,Eastern Spinebill,Meliphage a bec grele,Picoespina Oriental
5955,Certhionyx variegatus,Pied Honeyeater,Meliphage varie,Mielero Pio
5956,Prosthemadera novaeseelandiae,Tui,Meliphage tui,Mielero Tui
5957,Anthornis melanura,New Zealand Bellbird,Meliphage carillonneur,Mielero Maori
5958,Pycnopygius ixoides,Plain Honeyeater,Meliphage ocre,Mielero Bulbul
5959,Pycnopygius cinereus,Marbled Honeyeater,Meliphage marbre,Mielero Jaspeado
5960,Pycnopygius stictocephalus,Streak-headed Honeyeater,Meliphage a tete rayee,Mielero Cabecirrayado
5961,Gliciphila undulata,Barred Honeyeater,Meliphage barre,Mielero Barrado
5962,Gliciphila melanops,Tawny-crowned Honeyeater,Meliphage a calotte fauve,Mielero Coronado
5963,Gliciphila notabilis,Vanuatu Honeyeater,Meliphage des Nouvelles-Hebrides,Mielero Ventriblanco
5964,Glycichaera fallax,Green-backed Honeyeater,Meliphage trompeur,Mielero Dorsiverde
5965,Ptiloprora plumbea,Leaden Honeyeater,Meliphage gris-de-plomb,Mielero Plomizo
5966,Ptiloprora meekiana,Yellowish-streaked Honeyeater,Meliphage de Meek,Mielero de Meek
5967,Ptiloprora erythropleura,Rufous-sided Honeyeater,Meliphage a flancs roux,Mielero Flanquirrufo
5968,Ptiloprora guisei,Rufous-backed Honeyeater,Meliphage a dos roux,Mielero Dorsirrufo
5969,Ptiloprora mayri,Mayr's Honeyeater,Meliphage de Mayr,Mielero de Mayr
5970,Ptiloprora perstriata,Grey-streaked Honeyeater,Meliphage strie,Mielero Estriado
5971,Stresemannia bougainvillei,Bougainville Honeyeater,Meliphage de Bougainville,Mielero de Bougainville
5972,Ramsayornis fasciatus,Bar-breasted Honeyeater,Meliphage fascie,Mielero Pechibarrado
5973,Ramsayornis modestus,Brown-backed Honeyeater,Meliphage modeste,Mielero Modesto
5974,Conopophila albogularis,Rufous-banded Honeyeater,Meliphage a gorge blanche,Mielero Pechirrufo
5975,Conopophila rufogularis,Rufous-throated Honeyeater,Meliphage a gorge rousse,Mielero Golirrufo
5976,Conopophila whitei,Grey Honeyeater,Meliphage de White,Mielero de White
5977,Ashbyia lovensis,Gibberbird,Epthianure d'Ashby,Eptianuro de Ashby
5978,Epthianura crocea,Yellow Chat,Epthianure a collier,Eptianuro Amarillo
5979,Epthianura tricolor,Crimson Chat,Epthianure tricolore,Eptianuro Tricolor
5980,Epthianura albifrons,White-fronted Chat,Epthianure a front blanc,Eptianuro Pio
5981,Epthianura aurifrons,Orange Chat,Epthianure orangee,Eptianuro Naranja
5982,Melilestes megarhynchus,Long-billed Honeyeater,Meliphage a long bec,Mielero Piquilargo
5983,Timeliopsis griseigula,Tawny Straightbill,Meliphage chamois,Mielero Habano
5984,Timeliopsis fulvigula,Olive Straightbill,Meliphage olivatre,Mielero Olivaceo
5985,Macgregoria pulchra,Macgregor's Honeyeater,Meliphage de MacGregor,Mielero de Macgregor
5986,Melipotes gymnops,Arfak Honeyeater,Meliphage a ventre tachete,Mielero de Las Arfak
5987,Melipotes fumigatus,Smoky Honeyeater,Meliphage enfume,Mielero Ahumado
5988,Melipotes carolae,Foja Honeyeater,Meliphage de Carol,Mielero de Las Foja
5989,Melipotes ater,Spangled Honeyeater,Meliphage paillete,Mielero Moteado
5990,Oreornis chrysogenys,Orange-cheeked Honeyeater,Meliphage des Maoke,Mielero Carinaranja
5991,Meliphaga aruensis,Puff-backed Honeyeater,Meliphage bouffant,Mielero de Las Aru
5992,Meliphaga notata,Yellow-spotted Honeyeater,Meliphage marque,Mielero Marcado
5993,Meliphaga lewinii,Lewin's Honeyeater,Meliphage de Lewin,Mielero de Lewin
5994,Microptilotis albonotatus,Scrub Honeyeater,Meliphage buissonnier,Mielero Matorralero
5995,Microptilotis orientalis,Hill-forest Honeyeater,Meliphage montagnard,Mielero Montesino
5996,Microptilotis analogus,Mimic Honeyeater,Meliphage sosie,Mielero Imitador
5997,Microptilotis montanus,Forest Honeyeater,Meliphage forestier,Mielero Montano
5998,Microptilotis mimikae,Mottle-breasted Honeyeater,Meliphage de Mimika,Mielero del Mimika
5999,Microptilotis cinereifrons,Elegant Honeyeater,Meliphage de Rand,Mielero Elegante
6000,Microptilotis gracilis,Graceful Honeyeater,Meliphage gracile,Mielero Gracil
