"","family","year","n"
"4086","Bernieridae",2006,241
"4087","Balaenicipitidae",2019,210
"4088","Rhynochetidae",2019,96
"4089","Erythrocercidae",2008,24
"4090","Elachuridae",2007,12
"4091","Leptosomidae",2014,101
"4092","Ibidorhynchidae",2009,53
"4093","Balaenicipitidae",2014,69
"4094","Arcanatoridae",2007,21
"4095","Arcanatoridae",2006,41
"4096","Nicatoridae",2006,104
"4097","Arcanatoridae",2008,12
"4098","Picathartidae",2019,73
"4099","Balaenicipitidae",2004,14
"4100","Ibidorhynchidae",2011,64
"4101","Donacobiidae",2006,337
"4102","Vangidae",2004,181
"4103","Philepittidae",2014,113
"4104","Vangidae",2020,62
"4105","Ibidorhynchidae",2006,25
"4106","Balaenicipitidae",2008,20
"4107","Rhynochetidae",2014,36
"4108","Ibidorhynchidae",2010,76
"4109","Pedionomidae",2017,13
"4110","Philepittidae",2004,25
"4111","Pluvianellidae",2019,232
"4112","Urocynchramidae",2018,26
"4113","Ibidorhynchidae",2008,43
"4114","Chionidae",2004,57
"4115","Erythrocercidae",2005,23
"4116","Melanopareiidae",2011,148
"4117","Melanopareiidae",2010,234
"4118","Irenidae",2006,424
"4119","Picathartidae",2012,42
"4120","Hyliotidae",2006,47
"4121","Pelecanoididae",2007,181
"4122","Pluvianidae",2006,23
"4123","Scotocercidae",2010,131
"4124","Hypocoliidae",2009,68
"4125","Bucorvidae",2004,212
"4126","Cnemophilidae",2013,65
"4127","Pnoepygidae",2008,310
"4128","Acanthisittidae",2006,79
"4129","Hemiprocnidae",2005,359
"4130","Erythrocercidae",2011,73
"4131","Indicatoridae",2004,310
"4132","Philepittidae",2010,85
"4133","Mesitornithidae",2008,70
"4134","Pluvianidae",2005,30
"4135","Elachuridae",2015,123
"4136","Eupetidae",2021,35
"4137","Dulidae",2010,197
"4138","Notiomystidae",2012,101
"4139","Melanocharitidae",2008,91
"4140","Vangidae",2005,114
"4141","Anhimidae",2010,763
"4142","Chaetopidae",2006,20
"4143","Cnemophilidae",2016,94
"4144","Hypocoliidae",2014,173
"4145","Steatornithidae",2013,179
"4146","Notiomystidae",2007,29
"4147","Sapayoaidae",2017,76
"4148","Philepittidae",2006,64
"4149","Cnemophilidae",2011,13
"4150","Elachuridae",2011,21
"4151","Philepittidae",2009,66
"4152","Acanthisittidae",2005,112
"4153","Pluvianidae",2016,204
"4154","Dulidae",2006,56
"4155","Promeropidae",2005,4373
"4156","Mesitornithidae",2007,28
"4157","Paramythiidae",2017,178
"4158","Casuariidae",2020,319
"4159","Melanopareiidae",2008,120
"4160","Dromadidae",2005,110
"4161","Chionidae",2011,109
"4162","Pityriaseidae",2020,40
"4163","Melanopareiidae",2004,46
"4164","Bernieridae",2021,87
"4165","Paradoxornithidae",2012,186
"4166","Heliornithidae",2007,233
"4167","Eupetidae",2016,101
"4168","Pityriaseidae",2017,104
"4169","Melanocharitidae",2009,181
"4170","Paramythiidae",2016,137
"4171","Dulidae",2007,138
"4172","Thinocoridae",2004,155
"4173","Paramythiidae",2007,40
"4174","Paramythiidae",2015,82
"4175","Ibidorhynchidae",2004,30
"4176","Scotocercidae",2013,96
"4177","Dromadidae",2004,71
"4178","Picathartidae",2009,8
"4179","Pluvianidae",2010,74
"4180","Hypocoliidae",2011,75
"4181","Paradoxornithidae",2015,327
"4182","Mesitornithidae",2012,59
"4183","Pityriaseidae",2012,33
"4184","Pnoepygidae",2010,454
"4185","Philepittidae",2007,75
"4186","Casuariidae",2006,72
"4187","Promeropidae",2004,74
"4188","Scotocercidae",2006,46
"4189","Balaenicipitidae",2009,36
"4190","Sapayoaidae",2014,91
"4191","Bernieridae",2004,60
"4192","Pityriaseidae",2019,108
"4193","Melanopareiidae",2006,64
"4194","Brachypteraciidae",2012,159
"4195","Ibidorhynchidae",2013,97
"4196","Hylocitreidae",2018,50
"4197","Philepittidae",2015,261
"4198","Apterygidae",2004,44
"4199","Pluvianidae",2008,32
"4200","Eupetidae",2020,54
"4201","Urocynchramidae",2017,24
"4202","Arcanatoridae",2018,71
"4203","Cnemophilidae",2012,82
"4204","Cnemophilidae",2015,43
"4205","Casuariidae",2012,134
"4206","Paradoxornithidae",2011,344
"4207","Hyliotidae",2011,98
"4208","Eupetidae",2006,19
"4209","Dasyornithidae",2011,233
"4210","Sapayoaidae",2008,18
"4211","Cnemophilidae",2018,81
"4212","Leptosomidae",2012,128
"4213","Arcanatoridae",2021,98
"4214","Steatornithidae",2004,77
"4215","Hyliotidae",2008,37
"4216","Eupetidae",2009,58
"4217","Steatornithidae",2011,129
"4218","Elachuridae",2014,58
"4219","Pityriaseidae",2008,12
"4220","Cnemophilidae",2019,74
"4221","Hylocitreidae",2017,25
"4222","Philepittidae",2021,37
"4223","Pluvianellidae",2013,39
"4224","Nicatoridae",2004,92
"4225","Brachypteraciidae",2010,103
"4226","Eurypygidae",2004,171
"4227","Philepittidae",2011,104
"4228","Machaerirhynchidae",2006,153
"4229","Nicatoridae",2005,109
"4230","Elachuridae",2020,101
"4231","Ibidorhynchidae",2012,77
"4232","Hylocitreidae",2015,18
"4233","Apterygidae",2008,77
"4234","Melanocharitidae",2007,103
"4235","Pluvianidae",2011,41
"4236","Paramythiidae",2018,191
"4237","Acanthisittidae",2004,45
"4238","Notiomystidae",2005,45
"4239","Bernieridae",2020,18
"4240","Philepittidae",2018,329
"4241","Eupetidae",2014,64
"4242","Melanopareiidae",2007,125
"4243","Callaeatidae",2007,78
"4244","Hypocoliidae",2007,29
"4245","Arcanatoridae",2015,40
"4246","Todidae",2005,229
"4247","Pityriaseidae",2014,77
"4248","Rhynochetidae",2006,5
"4249","Elachuridae",2013,43
"4250","Apterygidae",2012,104
"4251","Chionidae",2007,121
"4252","Paramythiidae",2008,36
"4253","Sapayoaidae",2015,92
"4254","Paradoxornithidae",2010,165
"4255","Balaenicipitidae",2006,14
"4256","Steatornithidae",2005,60
"4257","Urocynchramidae",2007,7
"4258","Rhynochetidae",2018,41
"4259","Sapayoaidae",2018,75
"4260","Brachypteraciidae",2021,12
"4261","Steatornithidae",2006,60
"4262","Eupetidae",2013,46
"4263","Balaenicipitidae",2012,56
"4264","Arcanatoridae",2014,11
"4265","Hyliotidae",2005,42
"4266","Cnemophilidae",2014,53
"4267","Arcanatoridae",2011,22
"4268","Elachuridae",2012,36
"4269","Scotocercidae",2009,67
"4270","Philepittidae",2005,23
"4271","Hypocoliidae",2006,48
"4272","Hypocoliidae",2004,8
"4273","Eupetidae",2005,27
"4274","Pityriaseidae",2013,46
"4275","Cariamidae",2004,101
"4276","Erythrocercidae",2020,200
"4277","Mesitornithidae",2016,102
"4278","Pluvianellidae",2008,10
"4279","Picathartidae",2014,26
"4280","Brachypteraciidae",2006,74
"4281","Callaeatidae",2006,56
"4282","Eupetidae",2011,54
"4283","Melanocharitidae",2006,62
"4284","Picathartidae",2011,28
"4285","Arcanatoridae",2013,14
"4286","Arcanatoridae",2020,49
"4287","Hylocitreidae",2009,3
"4288","Hylocitreidae",2012,21
"4289","Urocynchramidae",2012,4
"4290","Atrichornithidae",2008,43
"4291","Bernieridae",2005,65
"4292","Eupetidae",2015,65
"4293","Urocynchramidae",2014,17
"4294","Leptosomidae",2007,64
"4295","Arcanatoridae",2016,25
"4296","Cnemophilidae",2006,15
"4297","Cnemophilidae",2017,96
"4298","Hyliotidae",2010,43
"4299","Erythrocercidae",2006,32
"4300","Pityriaseidae",2006,9
"4301","Pluvianellidae",2010,28
"4302","Chionidae",2006,103
"4303","Urocynchramidae",2019,48
"4304","Hylocitreidae",2006,1
"4305","Picathartidae",2017,55
"4306","Atrichornithidae",2009,29
"4307","Rhynochetidae",2021,25
"4308","Hyliotidae",2004,47
"4309","Picathartidae",2007,5
"4310","Arcanatoridae",2005,18
"4311","Erythrocercidae",2004,27
"4312","Apterygidae",2005,46
"4313","Scotocercidae",2005,24
"4314","Pluvianellidae",2012,23
"4315","Notiomystidae",2004,47
"4316","Sapayoaidae",2010,33
"4317","Sapayoaidae",2009,17
"4318","Mesitornithidae",2010,45
"4319","Dasyornithidae",2008,116
"4320","Apterygidae",2006,37
"4321","Paramythiidae",2005,15
"4322","Cnemophilidae",2009,24
"4323","Chaetopidae",2004,26
"4324","Mesitornithidae",2004,19
"4325","Notiomystidae",2006,25
"4326","Elachuridae",2009,20
"4327","Elachuridae",2008,17
"4328","Balaenicipitidae",2007,11
"4329","Melanopareiidae",2005,74
"4330","Rhynochetidae",2009,18
"4331","Pityriaseidae",2016,85
"4332","Hylocitreidae",2008,5
"4333","Casuariidae",2005,42
"4334","Urocynchramidae",2016,22
"4335","Pityriaseidae",2009,47
"4336","Sapayoaidae",2013,20
"4337","Hylocitreidae",2019,33
"4338","Melampittidae",2009,3
"4339","Urocynchramidae",2005,3
"4340","Melampittidae",2008,1
"4341","Cnemophilidae",2007,28
"4342","Picathartidae",2022,9
"4343","Pnoepygidae",2022,11
"4344","Melampittidae",2012,4
"4345","Pluvianidae",2004,18
"4346","Melanocharitidae",2020,10
"4347","Philepittidae",2020,3
"4348","Pityriaseidae",2011,38
"4349","Hemiprocnidae",2022,32
"4350","Passeriformes",2005,1
"4351","Arcanatoridae",2019,58
"4352","Rhynochetidae",2017,33
"4353","Dulidae",2005,43
"4354","Mesitornithidae",2009,20
"4355","Urocynchramidae",2011,1
"4356","Elachuridae",2004,7
"4357","Hylocitreidae",2011,22
"4358","Cnemophilidae",2005,10
"4359","Dulidae",2004,39
"4360","Hylocitreidae",2016,11
"4361","Pityriaseidae",2010,32
"4362","Melanocharitidae",2004,18
"4363","Picathartidae",2005,13
"4364","Sapayoaidae",2006,7
"4365","Chaetopidae",2005,23
"4366","Picathartidae",2015,27
"4367","Urocynchramidae",2009,1
"4368","Mesitornithidae",2006,30
"4369","Scotocercidae",2004,37
"4370","Hylocitreidae",2014,26
"4371","Melanocharitidae",2021,13
"4372","Ibidorhynchidae",2005,19
"4373","Pluvianellidae",2009,18
"4374","Pityriaseidae",2007,20
"4375","Paramythiidae",2020,2
"4376","Elachuridae",2006,24
"4377","Atrichornithidae",2005,25
"4378","Picathartidae",2006,5
"4379","Pluvianellidae",2004,21
"4380","Eupetidae",2008,25
"4381","Sapayoaidae",2005,16
"4382","Rhynochetidae",2008,8
"4383","Hylocitreidae",2013,11
"4384","Rhynochetidae",2013,11
"4385","Pluvianellidae",2011,35
"4386","Hypocoliidae",2005,12
"4387","Sapayoaidae",2012,28
"4388","Picathartidae",2010,12
"4389","Pluvianellidae",2006,22
"4390","Eupetidae",2004,8
"4391","Paramythiidae",2004,7
"4392","Sapayoaidae",2004,12
"4393","Hylocitreidae",2005,2
"4394","Paradoxornithidae",2006,6
"4395","Pluvianellidae",2005,15
"4396","Arcanatoridae",2010,6
"4397","Pluvianidae",2009,42
"4398","Sapayoaidae",2011,14
"4399","Hyliotidae",2007,39
"4400","Urocynchramidae",2013,13
"4401","Balaenicipitidae",2005,15
"4402","Rhynochetidae",2007,12
"4403","Cnemophilidae",2008,19
"4404","Leptosomidae",2021,22
"4405","Urocynchramidae",2004,5
"4406","Semnornithidae",2022,38
"4407","Podicipitidae",2004,25
"4408","Elachuridae",2005,3
"4409","Pedionomidae",2008,31
"4410","Pedionomidae",2014,7
"4411","Aepyornithidae",2004,1
"4412","Pedionomidae",2010,10
"4413","Pedionomidae",2016,24
"4414","Hylocitreidae",2010,9
"4415","Arcanatoridae",2012,10
"4416","Eupetidae",2022,3
"4417","Melanopareiidae",2022,19
"4418","Passeriformes",2014,5
"4419","Halcyonidae",2013,13
"4420","Halcyonidae",2012,2
"4421","Pityriaseidae",2004,3
"4422","Urocynchramidae",2021,21
"4423","Vangidae",2022,6
"4424","Ibidorhynchidae",2022,1
"4425","Scotocercidae",2022,7
"4426","Notiomystidae",2022,12
"4427","Pluvianellidae",2022,5
"4428","Diatrymidae",2012,1
"4429","Diatrymidae",2011,4
"4430","Diatrymidae",2009,3
"4431","Atrichornithidae",2006,20
"4432","Paramythiidae",2006,22
"4433","Rhynochetidae",2011,16
"4434","Pityriaseidae",2021,5
"4435","Arcanatoridae",2009,16
"4436","Hylocitreidae",2007,3
"4437","Rhynochetidae",2004,7
"4438","Paradoxornithidae",2005,1
"4439","Mesitornithidae",2005,10
"4440","Centropodidae",2004,1
"4441","Podicipitidae",2013,2
"4442","Passeriformes",2012,2
"4443","Leptosomidae",2005,16
"4444","Leptosomidae",2020,7
"4445","Rhynochetidae",2012,10
"4446","Rhynochetidae",2010,4
"4447","Brachypteraciidae",2005,10
"4448","Cnemophilidae",2004,4
"4449","Podicipitidae",2012,7
"4450","Podicipitidae",2006,1
"4451","Pelagornithidae",2005,1
"4452","Arcanatoridae",2004,13
"4453","Brachypteraciidae",2020,2
"4454","Mesitornithidae",2020,6
"4455","Machaerirhynchidae",2022,2
"4456","Pedionomidae",2011,4
"4457","Podicipitidae",2014,1
"4458","Pedionomidae",2013,4
"4459","Paradoxornithidae",2007,3
"4460","Sapayoaidae",2007,5
"4461","Mesitornithidae",2021,2
"4462","Passeriformes",2007,1
"4463","Hylocitreidae",2021,2
"4464","Rhynochetidae",2022,1
"4465","Bernieridae",2022,1
"4466","Pedionomidae",2022,3
"4467","Hypocoliidae",2022,5
"4468","Emeidae",2010,1
"4469","Emeidae",2008,1
"4470","Emeidae",2007,15
"4471","Dinornithidae",2014,3
"4472","Emeidae",2011,1
"4473","Emeidae",2004,1
"4474","Passeriformes",2015,11
"4475","Passeriformes",2013,3
"4476","Passeriformes",2010,3
"4477","Passeriformes",2011,1
"4478","Passeriformes",2004,1
"4479","Hylocitreidae",2004,3
"4480","Pedionomidae",2021,5
"4481","Philepittidae",2022,1
"4482","Plotopteridae",2012,1
"4483","Atrichornithidae",2022,1
"4484","Passeriformes",2009,1
"4485","Centropodidae",2021,1
"4486","Centropodidae",2018,1
"4487","Brachypteraciidae",2022,1
"4488","Sapayoaidae",2022,1
"4489","Urocynchramidae",2006,3
"4490","Cnemophilidae",2020,1
"4491","Rhynochetidae",2005,2
"4492","Hesperornithidae",2004,1
"4493","Hesperornithidae",2018,1
"4494","Hesperornithidae",2010,2
"4495","Emeidae",2006,22
"4496","Halcyonidae",2018,1
"4497","Plataleidae",2019,1
"4498","Pteroclidae",2007,368
"4499","Diatrymidae",2008,1
"4500","Phorusrhacidae",2010,1
"4501","Urocynchramidae",2010,1
"4502","Accipiteridae",2004,7
"4503","Accipiteridae",2005,1
"4504","Accipiteridae",2009,1
"4505","Accipiteridae",2011,1
"4506","Accipiteridae",2010,1
"4507","Pedionomidae",2012,1
"4508","Paradoxornithidae",2008,3
"4509","Ichthyornithidae",2007,3
"4510","Ichthyornithidae",2014,3
"4511","Ichthyornithidae",2008,2
"4512","Hesperornithidae",2012,1
"4513","Ichthyornithidae",2011,2
"4514","Ichthyornithidae",2004,1
"4515","Ichthyornithidae",2013,2
"4516","Ichthyornithidae",2005,2
"4517","Ichthyornithidae",2015,1
"4518","Paradoxornithidae",2004,1
"4519","Podicipitidae",2016,1
